id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado,motivo_rechazo
406,2025-09-22,1393,7,15,3,1384.51,194.9,,monto_invalido
407,,618,23,1,9,1327.66,,234801.96,"fecha_invalida,comision_invalida"
408,,1694,5,3,4,458.92,97.55,,"fecha_invalida,monto_invalido"
409,,686,26,1,9,-1075.26,65.95,105494.6,fecha_invalida
410,,1818,66,11,9,,,98744.66,"fecha_invalida,prima_invalida,comision_invalida"
411,,177,38,10,8,393.15,,37040.34,"fecha_invalida,comision_invalida"
412,,2826,18,1,5,1596.8,373.29,219135.53,fecha_invalida
413,,1069,25,15,5,1229.31,110.93,151597.25,fecha_invalida
415,,2645,56,8,11,344.91,46.82,65854.06,fecha_invalida
416,,297,21,5,10,464.88,101.67,45376.39,fecha_invalida
417,2025-10-07,60,35,8,1,620.81,90.95,,monto_invalido
418,,206,29,11,12,360.12,86.63,69683.94,fecha_invalida
419,,111,71,13,6,942.78,142.54,116621.23,fecha_invalida
420,,2211,1,15,6,1837.9,390.08,107175.91,fecha_invalida
421,,1662,44,11,4,293.77,44.98,28807.95,fecha_invalida
423,,807,50,9,8,210.77,41.24,35549.86,fecha_invalida
424,,1234,1,12,6,547.19,68.36,60347.81,fecha_invalida
425,,1481,30,11,2,538.85,105.16,69395.89,fecha_invalida
426,,897,74,14,10,1677.27,259.69,287389.71,fecha_invalida
427,,2943,35,9,5,1849.84,222.39,187959.06,fecha_invalida
428,,1293,54,9,10,1683.76,278.4,304002.46,fecha_invalida
430,,758,10,8,6,170.94,28.14,19950.67,fecha_invalida
432,,1557,62,3,5,,207.9,,"fecha_invalida,prima_invalida,monto_invalido"
433,,82,11,2,2,1611.89,244.46,226220.87,fecha_invalida
434,,2333,51,2,6,,17.35,,"fecha_invalida,prima_invalida,monto_invalido"
435,2025-12-31,365,31,6,6,1939.31,,357795.18,comision_invalida
436,,1901,69,15,3,687.69,128.26,125649.5,fecha_invalida
437,,1256,61,7,12,1900.51,,172566.66,"fecha_invalida,comision_invalida"
438,2025-08-11,1972,73,12,10,-1778.57,,295736.23,comision_invalida
439,,770,70,11,8,359.75,83.83,15237.57,fecha_invalida
440,,1109,54,12,3,,23.62,27679.23,"fecha_invalida,prima_invalida"
442,,3881,19,15,5,1081.98,,,"fecha_invalida,comision_invalida,monto_invalido"
444,,2825,31,15,3,1525.16,225.41,203346.47,fecha_invalida
445,2025-04-26,1383,42,5,9,1857.17,,350577.41,comision_invalida
446,,1091,23,8,12,,11.62,4844.8,"fecha_invalida,prima_invalida"
447,,2535,70,10,11,,267.96,320624.01,"fecha_invalida,prima_invalida"
448,,459,77,2,3,1973.47,235.49,125583.09,fecha_invalida
449,,2759,98,3,1,1674.8,320.29,291662.21,fecha_invalida
450,,1094,38,5,4,1656.24,330.83,201095.5,fecha_invalida
451,,1809,51,12,9,516.0,42.02,,"fecha_invalida,monto_invalido"
452,,2214,48,4,1,77.82,13.04,14156.41,fecha_invalida
453,,1649,48,9,7,285.16,23.71,39481.15,fecha_invalida
454,,1449,53,14,9,605.84,129.93,,"fecha_invalida,monto_invalido"
455,,2987,64,7,10,1365.51,166.31,228125.25,fecha_invalida
456,,747,73,14,7,1486.69,227.71,200312.11,fecha_invalida
457,,2597,48,14,12,436.02,77.71,,"fecha_invalida,monto_invalido"
458,,2233,10,4,8,,59.29,,"fecha_invalida,prima_invalida,monto_invalido"
459,2025-07-09,135,12,12,11,1350.74,320.2,,monto_invalido
460,,1917,69,15,4,1335.5,242.06,207368.93,fecha_invalida
462,,1340,43,10,3,701.69,123.95,34895.13,fecha_invalida
463,,1004,39,12,7,1847.53,395.39,238392.21,fecha_invalida
464,,1630,14,1,6,,59.17,,"fecha_invalida,prima_invalida,monto_invalido"
465,2025-09-25,1929,79,3,5,1945.13,332.26,,monto_invalido
466,,2898,42,7,2,,54.71,14166.74,"fecha_invalida,prima_invalida"
467,2025-10-24,781,35,8,7,,251.38,162310.51,prima_invalida
468,,114,10,7,4,-236.81,48.04,12425.07,fecha_invalida
469,,273,38,13,1,1207.61,103.23,,"fecha_invalida,monto_invalido"
470,,3857,93,2,11,1557.9,229.31,120949.16,fecha_invalida
471,,714,38,14,5,1082.72,109.83,64280.36,fecha_invalida
472,,473,15,8,11,0.0,31.72,,"fecha_invalida,monto_invalido"
473,,2945,67,1,9,1869.53,169.04,,"fecha_invalida,monto_invalido"
474,,729,34,12,2,1115.45,86.74,170089.33,fecha_invalida
475,,405,56,8,10,725.33,78.35,,"fecha_invalida,monto_invalido"
476,,1774,60,13,12,-1097.18,216.55,210170.63,fecha_invalida
477,,65,22,3,1,1248.84,137.09,133624.56,fecha_invalida
478,,2138,36,13,2,168.26,215.65,16914.26,fecha_invalida
479,,2034,65,5,7,931.56,138.27,,"fecha_invalida,monto_invalido"
480,,1343,1,2,8,1810.4,,184337.17,"fecha_invalida,comision_invalida"
481,,1479,14,2,3,173.26,15.36,4328.71,fecha_invalida
482,,170,52,6,2,178.98,,26558.18,"fecha_invalida,comision_invalida"
484,,2805,11,4,9,1966.19,303.27,243726.68,fecha_invalida
485,,1799,54,15,2,1189.72,139.99,81181.0,fecha_invalida
486,,1980,60,13,1,-301.43,24.27,17185.86,fecha_invalida
488,2025-03-29,2538,78,15,4,469.17,,68548.42,comision_invalida
489,,1736,26,12,10,1609.82,179.76,143503.16,fecha_invalida
490,,983,78,2,9,1479.43,197.15,150480.65,fecha_invalida
491,,1600,21,1,2,851.47,75.68,58436.85,fecha_invalida
492,,868,52,3,9,1135.38,98.08,67086.05,fecha_invalida
493,,604,11,2,2,,99.01,118835.36,"fecha_invalida,prima_invalida"
494,,1230,49,4,9,263.84,32.56,12942.83,fecha_invalida
495,,2403,77,15,9,,167.88,196931.25,"fecha_invalida,prima_invalida"
496,,251,60,6,2,559.13,137.72,76692.82,fecha_invalida
497,,703,34,6,12,,28.27,65152.17,"fecha_invalida,prima_invalida"
499,,2487,14,15,3,1608.01,336.33,182343.65,fecha_invalida
500,,2382,2,2,2,1805.76,205.29,,"fecha_invalida,monto_invalido"
501,,1703,66,4,11,310.65,73.03,,"fecha_invalida,monto_invalido"
502,,1560,80,10,11,1517.28,213.23,269343.52,fecha_invalida
503,,2629,61,4,8,,,44153.87,"fecha_invalida,prima_invalida,comision_invalida"
504,,2703,61,12,7,,,,"fecha_invalida,prima_invalida,comision_invalida,monto_invalido"
505,,1817,56,1,8,658.17,,17945.01,"fecha_invalida,comision_invalida"
506,,1777,4,14,3,1084.94,220.79,145253.08,fecha_invalida
507,,71,63,6,2,1604.54,,57680.77,"fecha_invalida,comision_invalida"
508,,1415,75,5,1,1028.33,253.52,,"fecha_invalida,monto_invalido"
509,,1832,54,15,11,1856.75,380.05,145000.82,fecha_invalida
510,,699,43,14,12,1124.08,121.5,,"fecha_invalida,monto_invalido"
511,2025-03-31,2545,36,10,11,,380.95,121142.67,prima_invalida
512,,2723,67,6,5,,6.23,15008.2,"fecha_invalida,prima_invalida"
513,,907,70,6,2,1428.97,129.1,270769.71,fecha_invalida
516,,1576,7,4,4,1971.56,389.57,279818.51,fecha_invalida
517,,741,3,11,10,1840.16,124.09,192886.75,fecha_invalida
518,,1875,60,8,4,,,328641.34,"fecha_invalida,prima_invalida,comision_invalida"
519,,1468,15,2,1,322.43,56.38,39773.58,fecha_invalida
520,,1496,9,5,11,1064.04,124.78,171718.88,fecha_invalida
521,,2939,14,6,11,1998.2,398.18,,"fecha_invalida,monto_invalido"
522,,1045,18,8,12,1763.56,402.61,179266.06,fecha_invalida
523,,938,47,9,10,,,,"fecha_invalida,prima_invalida,comision_invalida,monto_invalido"
524,,1574,43,10,10,181.08,34.65,22655.97,fecha_invalida
525,,25,4,5,2,1938.64,162.8,343418.5,fecha_invalida
527,,2629,44,15,1,1498.66,346.97,218178.19,fecha_invalida
528,,2872,55,1,11,533.97,70.87,31974.56,fecha_invalida
529,,1326,23,8,6,,52.59,67713.3,"fecha_invalida,prima_invalida"
530,,214,55,15,7,1066.08,161.64,,"fecha_invalida,monto_invalido"
531,,177,73,4,7,1871.73,183.05,121960.34,fecha_invalida
532,,1369,54,4,3,306.81,,57557.29,"fecha_invalida,comision_invalida"
533,,2867,50,10,8,1129.22,175.16,138659.54,fecha_invalida
534,,2027,7,5,12,449.49,73.78,76206.56,fecha_invalida
535,,1978,37,7,10,1837.59,373.45,73333.3,fecha_invalida
536,,1487,45,4,7,0.0,12.18,3007.05,fecha_invalida
537,,2996,38,3,10,1065.63,1899.0,21670.75,fecha_invalida
538,,2146,23,12,8,643.98,121.68,,"fecha_invalida,monto_invalido"
539,,620,2,4,9,56.45,,9836.44,"fecha_invalida,comision_invalida"
540,,2723,9,12,2,233.08,55.01,25744.38,fecha_invalida
541,,1607,79,5,8,391.61,,25191.25,"fecha_invalida,comision_invalida"
542,,2720,77,5,1,1673.58,247.88,99356.05,fecha_invalida
543,,1352,54,8,2,1184.99,140.37,197173.43,fecha_invalida
544,,1631,43,3,5,1705.97,,278392.08,"fecha_invalida,comision_invalida"
545,,2921,10,6,2,589.25,84.48,64462.37,fecha_invalida
546,,683,18,12,7,,,,"fecha_invalida,prima_invalida,comision_invalida,monto_invalido"
547,,2749,33,12,6,943.14,204.41,186378.98,fecha_invalida
548,,140,75,14,2,,238.1,211004.23,"fecha_invalida,prima_invalida"
550,,2740,18,1,4,1856.51,357.18,221118.7,fecha_invalida
551,,1815,21,1,4,,124.2,209012.04,"fecha_invalida,prima_invalida"
552,,2701,42,8,5,1686.04,369.75,212460.57,fecha_invalida
553,,2446,1,10,12,,207.12,,"fecha_invalida,prima_invalida,monto_invalido"
554,,659,43,4,2,316.37,,,"fecha_invalida,comision_invalida,monto_invalido"
555,,58,12,13,5,802.91,173.75,103985.96,fecha_invalida
556,2025-09-23,2075,41,5,7,910.0,,56167.62,comision_invalida
558,,278,14,2,10,1329.62,118.69,,"fecha_invalida,monto_invalido"
559,,2560,76,1,12,1382.32,279.32,62361.96,fecha_invalida
561,,2867,25,1,9,244.84,21.87,15421.81,fecha_invalida
562,,1565,32,9,3,1761.04,254.27,,"fecha_invalida,monto_invalido"
563,,1398,57,14,8,841.68,118.23,27662.38,fecha_invalida
564,,2174,57,6,8,576.14,,76260.33,"fecha_invalida,comision_invalida"
565,,2636,22,5,10,970.69,228.85,85460.43,fecha_invalida
567,,1718,78,10,1,1429.03,,122545.12,"fecha_invalida,comision_invalida"
568,2025-06-13,1884,55,5,12,,,119021.19,"prima_invalida,comision_invalida"
569,,2388,29,5,7,681.04,42.3,106713.79,fecha_invalida
570,,2214,74,3,4,636.27,,53905.94,"fecha_invalida,comision_invalida"
571,,788,69,9,1,,149.93,82686.26,"fecha_invalida,prima_invalida"
572,,2819,66,15,11,786.78,186.55,151490.56,fecha_invalida
573,,2280,45,11,5,,194.57,,"fecha_invalida,prima_invalida,monto_invalido"
574,2025-02-16,2920,23,15,12,484.69,73.71,,monto_invalido
575,,1400,48,5,2,1694.46,292.44,130970.86,fecha_invalida
576,,3728,26,15,3,1034.92,140.98,56238.72,fecha_invalida
578,,862,39,8,7,148.55,,25004.08,"fecha_invalida,comision_invalida"
579,,1913,28,7,4,,18.29,4641.89,"fecha_invalida,prima_invalida"
580,,1660,40,10,1,1055.36,223.72,169828.64,fecha_invalida
581,,390,8,12,12,240.95,31.9,38154.1,fecha_invalida
582,,11,69,11,6,,,162305.06,"fecha_invalida,prima_invalida,comision_invalida"
583,,3553,54,12,1,1492.56,,,"fecha_invalida,comision_invalida,monto_invalido"
584,,1556,18,15,5,591.04,143.55,56121.83,fecha_invalida
585,,230,23,15,11,583.92,133.94,93049.78,fecha_invalida
586,,703,79,9,6,96.76,,13409.03,"fecha_invalida,comision_invalida"
587,2025-04-24,2692,26,13,2,1024.25,67.72,,monto_invalido
588,,24,24,9,11,1805.91,,291663.33,"fecha_invalida,comision_invalida"
589,2025-03-22,1709,78,7,3,701.62,41.46,,monto_invalido
590,,222,32,14,12,,,232343.62,"fecha_invalida,prima_invalida,comision_invalida"
591,,2782,30,8,11,816.32,82.76,103919.46,fecha_invalida
592,,1683,33,14,2,610.59,,39225.86,"fecha_invalida,comision_invalida"
593,,2395,4,14,6,,21.01,,"fecha_invalida,prima_invalida,monto_invalido"
594,,294,61,2,8,,415.66,40996.09,"fecha_invalida,prima_invalida"
595,,853,62,5,5,1217.81,159.5,231643.51,fecha_invalida
597,,2380,32,13,6,278.09,,,"fecha_invalida,comision_invalida,monto_invalido"
598,,2730,13,7,4,830.75,128.47,,"fecha_invalida,monto_invalido"
600,,2290,60,15,4,616.05,137.39,22632.8,fecha_invalida
601,,2680,58,14,8,122.03,,23368.45,"fecha_invalida,comision_invalida"
602,2025-04-30,2497,50,2,1,1343.48,274.96,,monto_invalido
603,,1202,15,12,11,1018.98,,,"fecha_invalida,comision_invalida,monto_invalido"
604,,1860,9,11,12,877.47,205.89,110451.4,fecha_invalida
605,2025-10-03,1360,57,9,12,868.18,,34612.39,comision_invalida
607,,2295,43,15,6,,82.25,13281.29,"fecha_invalida,prima_invalida"
608,,505,113,13,10,1677.49,169.52,247928.91,fecha_invalida
609,,611,31,13,2,149.29,,29024.73,"fecha_invalida,comision_invalida"
611,,2585,42,5,8,1478.89,182.27,269513.62,fecha_invalida
612,,2405,19,6,11,1442.2,88.02,140512.93,fecha_invalida
613,,83,33,1,3,732.88,176.49,22423.95,fecha_invalida
614,,3,57,2,3,1768.63,292.06,260328.94,fecha_invalida
615,,2333,78,15,1,1390.73,128.13,164935.64,fecha_invalida
616,,1425,40,4,2,822.72,203.05,50831.11,fecha_invalida
617,,1915,66,3,11,137.37,12.48,18086.66,fecha_invalida
618,,121,80,14,8,491.55,109.63,23521.26,fecha_invalida
620,,2727,2,6,9,,,346297.5,"fecha_invalida,prima_invalida,comision_invalida"
621,,1361,48,3,7,,19.56,,"fecha_invalida,prima_invalida,monto_invalido"
622,,2019,35,5,2,297.08,,,"fecha_invalida,comision_invalida,monto_invalido"
623,,1010,41,7,1,118.23,21.24,,"fecha_invalida,monto_invalido"
624,,2134,33,10,6,474.87,,24255.64,"fecha_invalida,comision_invalida"
625,,654,15,4,5,862.91,58.54,60318.88,fecha_invalida
626,,2766,34,15,8,126.3,,,"fecha_invalida,comision_invalida,monto_invalido"
627,,2276,77,15,11,539.59,75.27,,"fecha_invalida,monto_invalido"
628,2025-09-07,2464,32,1,12,77.7,,6080.3,comision_invalida
629,,789,28,5,12,1686.74,,43854.63,"fecha_invalida,comision_invalida"
630,,2423,76,1,11,409.54,29.13,25581.69,fecha_invalida
631,,1836,55,13,5,331.16,24.16,,"fecha_invalida,monto_invalido"
632,,1080,75,15,12,1462.54,248.29,252291.54,fecha_invalida
633,,1450,64,12,2,,196.08,165820.35,"fecha_invalida,prima_invalida"
634,,2054,73,11,7,616.87,43.23,42391.68,fecha_invalida
636,,1314,70,7,2,1032.77,54.39,80684.29,fecha_invalida
639,,135,21,15,3,1793.33,96.03,,"fecha_invalida,monto_invalido"
640,,1863,29,13,6,1350.54,142.5,,"fecha_invalida,monto_invalido"
641,,1749,60,14,10,1292.44,294.27,124029.24,fecha_invalida
643,,1158,19,3,6,462.9,44.07,60581.46,fecha_invalida
644,,1827,44,1,3,1990.49,361.62,226537.35,fecha_invalida
645,,2176,30,10,7,1437.43,225.46,,"fecha_invalida,monto_invalido"
647,,2618,7,3,6,655.45,,62624.03,"fecha_invalida,comision_invalida"
648,,2333,67,13,7,,62.41,87142.15,"fecha_invalida,prima_invalida"
649,,2295,43,12,8,387.19,93.15,30895.41,fecha_invalida
650,,2390,49,15,6,619.52,149.92,117620.78,fecha_invalida
651,,2942,16,1,1,239.96,,26594.71,"fecha_invalida,comision_invalida"
652,,2387,112,10,12,,57.46,120076.09,"fecha_invalida,prima_invalida"
653,,642,23,8,11,,195.98,353113.4,"fecha_invalida,prima_invalida"
654,,1871,16,10,8,352.81,41.06,18489.87,fecha_invalida
655,,1983,64,8,4,538.85,104.77,90386.98,fecha_invalida
656,,2651,76,8,10,229.69,,42318.79,"fecha_invalida,comision_invalida"
657,,1083,51,7,12,1959.73,334.82,214701.16,fecha_invalida
658,,944,48,7,7,,217.42,165037.61,"fecha_invalida,prima_invalida"
659,,2180,58,12,12,,263.96,,"fecha_invalida,prima_invalida,monto_invalido"
660,,1890,50,5,12,859.64,159.62,162584.35,fecha_invalida
661,,2348,51,3,8,700.8,132.88,46266.8,fecha_invalida
662,,253,51,4,7,332.93,,54153.59,"fecha_invalida,comision_invalida"
663,,2679,47,13,4,1753.61,328.92,,"fecha_invalida,monto_invalido"
664,,2229,51,8,8,,60.01,,"fecha_invalida,prima_invalida,monto_invalido"
665,,1334,38,12,9,407.01,87.27,,"fecha_invalida,monto_invalido"
666,2025-04-10,1930,34,7,1,355.38,,55585.71,comision_invalida
667,,2562,48,2,12,1201.35,251.44,186833.82,fecha_invalida
668,,2830,70,6,9,,1576.2,199080.94,"fecha_invalida,prima_invalida"
669,,2225,57,9,10,1020.81,,184643.2,"fecha_invalida,comision_invalida"
670,2026-01-13,2044,120,7,5,1367.98,156.21,,monto_invalido
673,,2597,38,7,6,,49.02,38687.42,"fecha_invalida,prima_invalida"
674,,2057,15,10,2,722.61,62.33,,"fecha_invalida,monto_invalido"
676,,1547,3,10,9,1514.6,359.2,188579.89,fecha_invalida
677,,1808,68,9,6,1071.75,,119043.27,"fecha_invalida,comision_invalida"
678,,1082,77,15,7,175.81,24.09,30233.32,fecha_invalida
680,,2428,69,14,4,297.32,26.01,37770.58,fecha_invalida
681,,1320,71,6,5,113.21,22.17,3632.72,fecha_invalida
682,,960,32,15,1,1560.81,,,"fecha_invalida,comision_invalida,monto_invalido"
683,2025-10-20,1622,21,9,3,,109.08,136490.3,prima_invalida
684,2025-08-27,1741,32,1,10,1867.34,,,"comision_invalida,monto_invalido"
685,,46,8,11,11,620.06,154.51,86260.73,fecha_invalida
686,,3818,24,12,3,839.28,66.76,94857.83,fecha_invalida
687,2025-02-04,1880,57,6,4,,259.22,,"prima_invalida,monto_invalido"
688,,1246,1,8,6,1438.09,,,"fecha_invalida,comision_invalida,monto_invalido"
689,2025-01-18,1858,4,6,2,1605.13,,150198.88,comision_invalida
690,,1981,67,15,6,487.57,79.88,81209.64,fecha_invalida
691,2025-09-03,989,1,14,7,1392.56,227.37,,monto_invalido
692,,1815,21,4,9,819.6,96.05,77433.69,fecha_invalida
693,2025-02-21,13,41,12,11,,,246608.56,"prima_invalida,comision_invalida"
694,,2574,70,15,6,,252.51,76577.3,"fecha_invalida,prima_invalida"
695,,68,37,2,6,165.57,23.74,31623.31,fecha_invalida
696,,2602,47,11,7,0.0,,265041.16,"fecha_invalida,comision_invalida"
697,,2269,76,3,3,,69.43,225420.02,"fecha_invalida,prima_invalida"
699,,2989,29,4,6,176.01,35.67,,"fecha_invalida,monto_invalido"
701,2025-06-11,428,39,1,11,,84.26,115735.43,prima_invalida
702,,2298,14,4,1,498.15,87.35,36330.25,fecha_invalida
703,,629,48,8,4,,59.78,,"fecha_invalida,prima_invalida,monto_invalido"
704,,1148,47,1,9,166.86,27.17,18523.15,fecha_invalida
705,,1138,23,7,2,566.86,131.31,37098.32,fecha_invalida
707,,183,33,10,9,995.96,135.17,23669.23,fecha_invalida
708,,2745,54,1,12,1613.21,171.43,228522.87,fecha_invalida
709,,1157,20,6,6,715.9,48.15,39762.71,fecha_invalida
710,,2358,46,5,3,,,278081.15,"fecha_invalida,prima_invalida,comision_invalida"
711,,641,61,2,3,813.02,74.07,21034.0,fecha_invalida
712,,1849,32,4,3,,,177148.68,"fecha_invalida,prima_invalida,comision_invalida"
713,,1577,69,8,11,1427.45,286.22,178492.02,fecha_invalida
714,,2028,21,14,12,1513.02,197.69,,"fecha_invalida,monto_invalido"
715,,765,5,4,2,823.82,,,"fecha_invalida,comision_invalida,monto_invalido"
716,,818,14,11,6,1601.2,,287682.28,"fecha_invalida,comision_invalida"
717,,910,65,9,12,,,263737.8,"fecha_invalida,prima_invalida,comision_invalida"
718,,3715,34,13,2,1727.5,286.7,60812.77,fecha_invalida
719,,156,19,7,11,390.45,,68449.14,"fecha_invalida,comision_invalida"
721,,2905,79,15,9,175.38,,22820.73,"fecha_invalida,comision_invalida"
722,,381,51,9,11,1869.07,135.96,51502.21,fecha_invalida
723,,74,25,10,1,1225.41,295.09,30279.76,fecha_invalida
724,,1166,64,5,9,1659.38,,167264.04,"fecha_invalida,comision_invalida"
725,,626,77,13,4,,63.88,54483.6,"fecha_invalida,prima_invalida"
727,,3672,53,10,9,522.25,114.09,44237.52,fecha_invalida
728,2026-01-18,1904,5,10,10,,13.65,15552.96,prima_invalida
729,,969,15,13,6,1362.99,226.44,92186.61,fecha_invalida
730,,1781,22,3,7,156.39,25.56,5302.74,fecha_invalida
731,,1200,7,15,9,1909.2,168.12,40865.07,fecha_invalida
732,,452,78,11,11,1166.68,1970.59,38790.36,fecha_invalida
734,,1626,54,6,12,,73.3,109112.3,"fecha_invalida,prima_invalida"
735,,2042,44,4,3,300.58,44.85,42925.38,fecha_invalida
736,,1903,67,10,12,1824.72,428.64,231848.32,fecha_invalida
737,,1058,21,12,5,276.22,29.98,45596.72,fecha_invalida
738,,1081,12,10,1,1380.67,180.12,107432.37,fecha_invalida
739,,2661,12,15,8,836.47,,86215.93,"fecha_invalida,comision_invalida"
741,,1634,8,12,8,1128.26,272.87,195554.62,fecha_invalida
742,,1299,38,11,7,1888.13,148.97,346893.42,fecha_invalida
743,,2094,34,7,1,487.42,103.01,92343.41,fecha_invalida
744,,2029,37,7,5,683.27,138.19,42398.07,fecha_invalida
745,,2831,28,8,11,253.24,,35801.44,"fecha_invalida,comision_invalida"
746,,1981,69,7,10,1679.44,335.69,170490.77,fecha_invalida
747,,1140,37,8,5,,165.16,114736.18,"fecha_invalida,prima_invalida"
748,,1748,65,13,6,354.66,,60506.04,"fecha_invalida,comision_invalida"
749,,339,15,9,6,1261.69,,183418.98,"fecha_invalida,comision_invalida"
750,,628,65,2,9,570.46,111.8,51514.15,fecha_invalida
751,,389,12,10,6,,,,"fecha_invalida,prima_invalida,comision_invalida,monto_invalido"
753,,334,24,6,7,997.79,77.23,20370.53,fecha_invalida
754,,1887,15,5,2,419.49,87.35,45902.66,fecha_invalida
756,,2714,114,10,3,,294.64,,"fecha_invalida,prima_invalida,monto_invalido"
757,,917,51,5,11,1578.22,,162335.4,"fecha_invalida,comision_invalida"
758,,1314,14,2,11,1781.89,115.34,245915.97,fecha_invalida
759,,1143,68,14,5,,323.94,,"fecha_invalida,prima_invalida,monto_invalido"
760,,1944,8,13,12,,107.19,,"fecha_invalida,prima_invalida,monto_invalido"
761,,923,15,7,12,,88.27,154721.09,"fecha_invalida,prima_invalida"
762,,1236,35,12,10,,230.51,183137.35,"fecha_invalida,prima_invalida"
763,,856,58,1,11,537.9,55.57,27125.8,fecha_invalida
764,2025-07-02,1319,65,9,3,1715.41,,204680.23,comision_invalida
765,,559,69,5,8,988.43,242.22,155655.94,fecha_invalida
766,,962,28,12,1,920.18,48.98,,"fecha_invalida,monto_invalido"
767,,1765,12,2,10,698.16,138.73,,"fecha_invalida,monto_invalido"
768,,35,28,8,10,,118.12,121071.74,"fecha_invalida,prima_invalida"
769,,396,51,3,5,925.09,174.43,39645.83,fecha_invalida
770,,2358,78,1,6,1447.18,,239178.75,"fecha_invalida,comision_invalida"
771,,2710,78,1,4,,162.2,51458.19,"fecha_invalida,prima_invalida"
772,,1784,42,12,8,1997.85,397.22,298618.14,fecha_invalida
774,,918,33,14,11,202.95,45.59,16812.51,fecha_invalida
775,2025-06-08,2127,33,1,1,76.43,17.42,,monto_invalido
776,,698,47,7,1,600.01,,74745.15,"fecha_invalida,comision_invalida"
777,,1358,11,2,9,268.61,,,"fecha_invalida,comision_invalida,monto_invalido"
778,,985,14,6,1,906.43,197.27,156863.2,fecha_invalida
779,,164,30,13,3,1416.15,105.26,145214.83,fecha_invalida
780,,1718,37,6,11,1034.9,238.56,54231.24,fecha_invalida
782,,2357,40,1,1,,130.95,,"fecha_invalida,prima_invalida,monto_invalido"
784,,186,42,4,5,1720.11,206.62,208688.06,fecha_invalida
786,,2374,64,14,1,,131.34,168624.82,"fecha_invalida,prima_invalida"
787,,2710,39,14,5,1580.94,230.02,168587.19,fecha_invalida
788,,75,11,6,6,1927.29,195.06,136435.5,fecha_invalida
789,,887,63,5,5,1870.9,299.18,157620.69,fecha_invalida
790,,1113,24,1,12,1814.13,,362723.77,"fecha_invalida,comision_invalida"
791,,1594,74,6,11,1039.64,167.65,32056.7,fecha_invalida
792,,1736,79,9,1,1586.52,138.79,164431.84,fecha_invalida
793,,1975,78,14,7,1613.84,220.24,,"fecha_invalida,monto_invalido"
794,,458,50,4,11,,103.34,153868.32,"fecha_invalida,prima_invalida"
